assetTag,branchCode,name,assetTypeCode,status,currentLocation,condition,isReturnable,quantity,unitOfMeasure,notes
WESTHUB-TRL-0011,WEST-HUB,Certification Trailer WESTHUB 0011,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0011
WESTHUB-TRL-0012,WEST-HUB,Certification Trailer WESTHUB 0012,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0012
WESTHUB-TRL-0013,WEST-HUB,Certification Trailer WESTHUB 0013,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0013
WESTHUB-TRL-0014,WEST-HUB,Certification Trailer WESTHUB 0014,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0014
WESTHUB-TRL-0015,WEST-HUB,Certification Trailer WESTHUB 0015,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0015
WESTHUB-TRL-0016,WEST-HUB,Certification Trailer WESTHUB 0016,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0016
WESTHUB-TRL-0017,WEST-HUB,Certification Trailer WESTHUB 0017,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0017
WESTHUB-TRL-0018,WEST-HUB,Certification Trailer WESTHUB 0018,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0018
WESTHUB-TRL-0019,WEST-HUB,Certification Trailer WESTHUB 0019,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0019
WESTHUB-TRL-0020,WEST-HUB,Certification Trailer WESTHUB 0020,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0020
WESTHUB-TRL-0021,WEST-HUB,Certification Trailer WESTHUB 0021,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0021
WESTHUB-TRL-0022,WEST-HUB,Certification Trailer WESTHUB 0022,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0022
WESTHUB-TRL-0023,WEST-HUB,Certification Trailer WESTHUB 0023,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0023
WESTHUB-TRL-0024,WEST-HUB,Certification Trailer WESTHUB 0024,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0024
WESTHUB-TRL-0025,WEST-HUB,Certification Trailer WESTHUB 0025,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0025
WESTHUB-TRL-0026,WEST-HUB,Certification Trailer WESTHUB 0026,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0026
WESTHUB-TRL-0027,WEST-HUB,Certification Trailer WESTHUB 0027,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0027
WESTHUB-TRL-0028,WEST-HUB,Certification Trailer WESTHUB 0028,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0028
WESTHUB-TRL-0029,WEST-HUB,Certification Trailer WESTHUB 0029,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0029
WESTHUB-TRL-0030,WEST-HUB,Certification Trailer WESTHUB 0030,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0030
WESTHUB-TRL-0031,WEST-HUB,Certification Trailer WESTHUB 0031,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0031
WESTHUB-TRL-0032,WEST-HUB,Certification Trailer WESTHUB 0032,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0032
WESTHUB-TRL-0033,WEST-HUB,Certification Trailer WESTHUB 0033,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0033
WESTHUB-TRL-0034,WEST-HUB,Certification Trailer WESTHUB 0034,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0034
WESTHUB-TRL-0035,WEST-HUB,Certification Trailer WESTHUB 0035,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0035
WESTHUB-TRL-0036,WEST-HUB,Certification Trailer WESTHUB 0036,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0036
WESTHUB-TRL-0037,WEST-HUB,Certification Trailer WESTHUB 0037,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0037
WESTHUB-TRL-0038,WEST-HUB,Certification Trailer WESTHUB 0038,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0038
WESTHUB-TRL-0039,WEST-HUB,Certification Trailer WESTHUB 0039,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0039
WESTHUB-TRL-0040,WEST-HUB,Certification Trailer WESTHUB 0040,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0040
WESTHUB-TRL-0041,WEST-HUB,Certification Trailer WESTHUB 0041,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0041
WESTHUB-TRL-0042,WEST-HUB,Certification Trailer WESTHUB 0042,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0042
WESTHUB-TRL-0043,WEST-HUB,Certification Trailer WESTHUB 0043,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0043
WESTHUB-TRL-0044,WEST-HUB,Certification Trailer WESTHUB 0044,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0044
WESTHUB-TRL-0045,WEST-HUB,Certification Trailer WESTHUB 0045,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0045
WESTHUB-TRL-0046,WEST-HUB,Certification Trailer WESTHUB 0046,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0046
WESTHUB-TRL-0047,WEST-HUB,Certification Trailer WESTHUB 0047,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0047
WESTHUB-TRL-0048,WEST-HUB,Certification Trailer WESTHUB 0048,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0048
WESTHUB-TRL-0049,WEST-HUB,Certification Trailer WESTHUB 0049,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0049
WESTHUB-TRL-0050,WEST-HUB,Certification Trailer WESTHUB 0050,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0050
WESTHUB-TRL-0051,WEST-HUB,Certification Trailer WESTHUB 0051,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0051
WESTHUB-TRL-0052,WEST-HUB,Certification Trailer WESTHUB 0052,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0052
WESTHUB-TRL-0053,WEST-HUB,Certification Trailer WESTHUB 0053,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0053
WESTHUB-TRL-0054,WEST-HUB,Certification Trailer WESTHUB 0054,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0054
WESTHUB-TRL-0055,WEST-HUB,Certification Trailer WESTHUB 0055,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0055
WESTHUB-TRL-0056,WEST-HUB,Certification Trailer WESTHUB 0056,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0056
WESTHUB-TRL-0057,WEST-HUB,Certification Trailer WESTHUB 0057,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0057
WESTHUB-TRL-0058,WEST-HUB,Certification Trailer WESTHUB 0058,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0058
WESTHUB-TRL-0059,WEST-HUB,Certification Trailer WESTHUB 0059,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0059
WESTHUB-TRL-0060,WEST-HUB,Certification Trailer WESTHUB 0060,TRAILER,Available,Western Fleet Hub,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0060
