assetTag,branchCode,name,assetTypeCode,status,currentLocation,condition,isReturnable,quantity,unitOfMeasure,notes
MWYARD-TRL-0017,MW-YARD,Certification Trailer MWYARD 0017,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0017
MWYARD-TRL-0018,MW-YARD,Certification Trailer MWYARD 0018,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0018
MWYARD-TRL-0019,MW-YARD,Certification Trailer MWYARD 0019,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0019
MWYARD-TRL-0020,MW-YARD,Certification Trailer MWYARD 0020,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0020
MWYARD-TRL-0021,MW-YARD,Certification Trailer MWYARD 0021,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0021
MWYARD-TRL-0022,MW-YARD,Certification Trailer MWYARD 0022,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0022
MWYARD-TRL-0023,MW-YARD,Certification Trailer MWYARD 0023,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0023
MWYARD-TRL-0024,MW-YARD,Certification Trailer MWYARD 0024,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0024
MWYARD-TRL-0025,MW-YARD,Certification Trailer MWYARD 0025,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0025
MWYARD-TRL-0026,MW-YARD,Certification Trailer MWYARD 0026,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0026
MWYARD-TRL-0027,MW-YARD,Certification Trailer MWYARD 0027,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0027
MWYARD-TRL-0028,MW-YARD,Certification Trailer MWYARD 0028,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0028
MWYARD-TRL-0029,MW-YARD,Certification Trailer MWYARD 0029,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0029
MWYARD-TRL-0030,MW-YARD,Certification Trailer MWYARD 0030,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0030
MWYARD-TRL-0031,MW-YARD,Certification Trailer MWYARD 0031,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0031
MWYARD-TRL-0032,MW-YARD,Certification Trailer MWYARD 0032,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0032
MWYARD-TRL-0033,MW-YARD,Certification Trailer MWYARD 0033,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0033
MWYARD-TRL-0034,MW-YARD,Certification Trailer MWYARD 0034,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0034
MWYARD-TRL-0035,MW-YARD,Certification Trailer MWYARD 0035,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0035
MWYARD-TRL-0036,MW-YARD,Certification Trailer MWYARD 0036,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0036
MWYARD-TRL-0037,MW-YARD,Certification Trailer MWYARD 0037,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0037
MWYARD-TRL-0038,MW-YARD,Certification Trailer MWYARD 0038,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0038
MWYARD-TRL-0039,MW-YARD,Certification Trailer MWYARD 0039,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0039
MWYARD-TRL-0040,MW-YARD,Certification Trailer MWYARD 0040,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0040
MWYARD-TRL-0041,MW-YARD,Certification Trailer MWYARD 0041,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0041
MWYARD-TRL-0042,MW-YARD,Certification Trailer MWYARD 0042,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0042
MWYARD-TRL-0043,MW-YARD,Certification Trailer MWYARD 0043,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0043
MWYARD-TRL-0044,MW-YARD,Certification Trailer MWYARD 0044,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0044
MWYARD-TRL-0045,MW-YARD,Certification Trailer MWYARD 0045,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0045
MWYARD-TRL-0046,MW-YARD,Certification Trailer MWYARD 0046,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0046
MWYARD-TRL-0047,MW-YARD,Certification Trailer MWYARD 0047,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0047
MWYARD-TRL-0048,MW-YARD,Certification Trailer MWYARD 0048,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0048
MWYARD-TRL-0049,MW-YARD,Certification Trailer MWYARD 0049,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0049
MWYARD-TRL-0050,MW-YARD,Certification Trailer MWYARD 0050,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0050
MWYARD-TRL-0051,MW-YARD,Certification Trailer MWYARD 0051,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0051
MWYARD-TRL-0052,MW-YARD,Certification Trailer MWYARD 0052,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0052
MWYARD-TRL-0053,MW-YARD,Certification Trailer MWYARD 0053,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0053
MWYARD-TRL-0054,MW-YARD,Certification Trailer MWYARD 0054,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0054
MWYARD-TRL-0055,MW-YARD,Certification Trailer MWYARD 0055,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0055
MWYARD-TRL-0056,MW-YARD,Certification Trailer MWYARD 0056,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0056
MWYARD-TRL-0057,MW-YARD,Certification Trailer MWYARD 0057,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0057
MWYARD-TRL-0058,MW-YARD,Certification Trailer MWYARD 0058,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0058
MWYARD-TRL-0059,MW-YARD,Certification Trailer MWYARD 0059,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0059
MWYARD-TRL-0060,MW-YARD,Certification Trailer MWYARD 0060,TRAILER,Available,Midwest Equipment Yard,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0060
