deviceSerial,branchCode,imei,deviceCategory,deviceModel,provider,firmwareVersion,notes
WESTHUB-DEV-0048,WEST-HUB,990000001000928,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 WEST-HUB inventory 0048
WESTHUB-DEV-0049,WEST-HUB,990000001000929,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 WEST-HUB inventory 0049
WESTHUB-DEV-0050,WEST-HUB,990000001000930,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 WEST-HUB inventory 0050
WESTHUB-DEV-0051,WEST-HUB,990000001000931,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 WEST-HUB inventory 0051
WESTHUB-DEV-0052,WEST-HUB,990000001000932,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 WEST-HUB inventory 0052
WESTHUB-DEV-0053,WEST-HUB,990000001000933,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 WEST-HUB inventory 0053
WESTHUB-DEV-0054,WEST-HUB,990000001000934,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 WEST-HUB inventory 0054
WESTHUB-DEV-0055,WEST-HUB,990000001000935,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 WEST-HUB inventory 0055
WESTHUB-DEV-0056,WEST-HUB,990000001000936,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 WEST-HUB inventory 0056
WESTHUB-DEV-0057,WEST-HUB,990000001000937,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 WEST-HUB inventory 0057
WESTHUB-DEV-0058,WEST-HUB,990000001000938,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 WEST-HUB inventory 0058
WESTHUB-DEV-0059,WEST-HUB,990000001000939,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 WEST-HUB inventory 0059
WESTHUB-DEV-0060,WEST-HUB,990000001000940,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 WEST-HUB inventory 0060
WESTHUB-DEV-0061,WEST-HUB,990000001000941,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 WEST-HUB inventory 0061
WESTHUB-DEV-0062,WEST-HUB,990000001000942,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 WEST-HUB inventory 0062
WESTHUB-DEV-0063,WEST-HUB,990000001000943,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 WEST-HUB inventory 0063
WESTHUB-DEV-0064,WEST-HUB,990000001000944,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 WEST-HUB inventory 0064
WESTHUB-DEV-0065,WEST-HUB,990000001000945,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 WEST-HUB inventory 0065
WESTHUB-DEV-0066,WEST-HUB,990000001000946,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 WEST-HUB inventory 0066
WESTHUB-DEV-0067,WEST-HUB,990000001000947,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 WEST-HUB inventory 0067
WESTHUB-DEV-0068,WEST-HUB,990000001000948,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 WEST-HUB inventory 0068
WESTHUB-DEV-0069,WEST-HUB,990000001000949,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 WEST-HUB inventory 0069
WESTHUB-DEV-0070,WEST-HUB,990000001000950,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 WEST-HUB inventory 0070
WESTHUB-DEV-0071,WEST-HUB,990000001000951,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 WEST-HUB inventory 0071
WESTHUB-DEV-0072,WEST-HUB,990000001000952,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 WEST-HUB inventory 0072
WESTHUB-DEV-0073,WEST-HUB,990000001000953,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 WEST-HUB inventory 0073
WESTHUB-DEV-0074,WEST-HUB,990000001000954,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 WEST-HUB inventory 0074
WESTHUB-DEV-0075,WEST-HUB,990000001000955,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 WEST-HUB inventory 0075
WESTHUB-DEV-0076,WEST-HUB,990000001000956,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 WEST-HUB inventory 0076
WESTHUB-DEV-0077,WEST-HUB,990000001000957,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 WEST-HUB inventory 0077
WESTHUB-DEV-0078,WEST-HUB,990000001000958,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 WEST-HUB inventory 0078
WESTHUB-DEV-0079,WEST-HUB,990000001000959,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 WEST-HUB inventory 0079
WESTHUB-DEV-0080,WEST-HUB,990000001000960,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 WEST-HUB inventory 0080
WESTHUB-DEV-0081,WEST-HUB,990000001000961,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 WEST-HUB inventory 0081
WESTHUB-DEV-0082,WEST-HUB,990000001000962,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 WEST-HUB inventory 0082
WESTHUB-DEV-0083,WEST-HUB,990000001000963,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 WEST-HUB inventory 0083
WESTHUB-DEV-0084,WEST-HUB,990000001000964,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 WEST-HUB inventory 0084
WESTHUB-DEV-0085,WEST-HUB,990000001000965,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 WEST-HUB inventory 0085
WESTHUB-DEV-0086,WEST-HUB,990000001000966,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 WEST-HUB inventory 0086
WESTHUB-DEV-0087,WEST-HUB,990000001000967,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 WEST-HUB inventory 0087
WESTHUB-DEV-0088,WEST-HUB,990000001000968,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 WEST-HUB inventory 0088
WESTHUB-DEV-0089,WEST-HUB,990000001000969,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 WEST-HUB inventory 0089
WESTHUB-DEV-0090,WEST-HUB,990000001000970,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 WEST-HUB inventory 0090
WESTHUB-DEV-0091,WEST-HUB,990000001000971,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 WEST-HUB inventory 0091
WESTHUB-DEV-0092,WEST-HUB,990000001000972,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 WEST-HUB inventory 0092
WESTHUB-DEV-0093,WEST-HUB,990000001000973,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 WEST-HUB inventory 0093
WESTHUB-DEV-0094,WEST-HUB,990000001000974,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 WEST-HUB inventory 0094
WESTHUB-DEV-0095,WEST-HUB,990000001000975,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 WEST-HUB inventory 0095
WESTHUB-DEV-0096,WEST-HUB,990000001000976,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 WEST-HUB inventory 0096
WESTHUB-DEV-0097,WEST-HUB,990000001000977,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 WEST-HUB inventory 0097
WESTHUB-DEV-0098,WEST-HUB,990000001000978,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 WEST-HUB inventory 0098
WESTHUB-DEV-0099,WEST-HUB,990000001000979,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 WEST-HUB inventory 0099
WESTHUB-DEV-0100,WEST-HUB,990000001000980,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 WEST-HUB inventory 0100
WESTHUB-DEV-0101,WEST-HUB,990000001000981,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 WEST-HUB inventory 0101
WESTHUB-DEV-0102,WEST-HUB,990000001000982,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 WEST-HUB inventory 0102
WESTHUB-DEV-0103,WEST-HUB,990000001000983,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 WEST-HUB inventory 0103
WESTHUB-DEV-0104,WEST-HUB,990000001000984,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 WEST-HUB inventory 0104
WESTHUB-DEV-0105,WEST-HUB,990000001000985,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 WEST-HUB inventory 0105
WESTHUB-DEV-0106,WEST-HUB,990000001000986,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 WEST-HUB inventory 0106
WESTHUB-DEV-0107,WEST-HUB,990000001000987,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 WEST-HUB inventory 0107
WESTHUB-DEV-0108,WEST-HUB,990000001000988,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 WEST-HUB inventory 0108
WESTHUB-DEV-0109,WEST-HUB,990000001000989,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 WEST-HUB inventory 0109
WESTHUB-DEV-0110,WEST-HUB,990000001000990,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 WEST-HUB inventory 0110
WESTHUB-DEV-0111,WEST-HUB,990000001000991,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 WEST-HUB inventory 0111
WESTHUB-DEV-0112,WEST-HUB,990000001000992,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 WEST-HUB inventory 0112
WESTHUB-DEV-0113,WEST-HUB,990000001000993,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 WEST-HUB inventory 0113
WESTHUB-DEV-0114,WEST-HUB,990000001000994,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 WEST-HUB inventory 0114
WESTHUB-DEV-0115,WEST-HUB,990000001000995,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 WEST-HUB inventory 0115
WESTHUB-DEV-0116,WEST-HUB,990000001000996,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 WEST-HUB inventory 0116
WESTHUB-DEV-0117,WEST-HUB,990000001000997,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 WEST-HUB inventory 0117
WESTHUB-DEV-0118,WEST-HUB,990000001000998,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 WEST-HUB inventory 0118
WESTHUB-DEV-0119,WEST-HUB,990000001000999,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 WEST-HUB inventory 0119
WESTHUB-DEV-0120,WEST-HUB,990000001001000,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 WEST-HUB inventory 0120
WESTHUB-DEV-0121,WEST-HUB,990000001001001,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 WEST-HUB inventory 0121
WESTHUB-DEV-0122,WEST-HUB,990000001001002,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 WEST-HUB inventory 0122
WESTHUB-DEV-0123,WEST-HUB,990000001001003,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 WEST-HUB inventory 0123
WESTHUB-DEV-0124,WEST-HUB,990000001001004,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 WEST-HUB inventory 0124
WESTHUB-DEV-0125,WEST-HUB,990000001001005,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 WEST-HUB inventory 0125
WESTHUB-DEV-0126,WEST-HUB,990000001001006,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 WEST-HUB inventory 0126
WESTHUB-DEV-0127,WEST-HUB,990000001001007,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 WEST-HUB inventory 0127
WESTHUB-DEV-0128,WEST-HUB,990000001001008,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 WEST-HUB inventory 0128
WESTHUB-DEV-0129,WEST-HUB,990000001001009,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 WEST-HUB inventory 0129
WESTHUB-DEV-0130,WEST-HUB,990000001001010,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 WEST-HUB inventory 0130
WESTHUB-DEV-0131,WEST-HUB,990000001001011,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 WEST-HUB inventory 0131
WESTHUB-DEV-0132,WEST-HUB,990000001001012,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 WEST-HUB inventory 0132
WESTHUB-DEV-0133,WEST-HUB,990000001001013,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 WEST-HUB inventory 0133
WESTHUB-DEV-0134,WEST-HUB,990000001001014,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 WEST-HUB inventory 0134
WESTHUB-DEV-0135,WEST-HUB,990000001001015,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 WEST-HUB inventory 0135
WESTHUB-DEV-0136,WEST-HUB,990000001001016,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 WEST-HUB inventory 0136
WESTHUB-DEV-0137,WEST-HUB,990000001001017,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 WEST-HUB inventory 0137
WESTHUB-DEV-0138,WEST-HUB,990000001001018,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 WEST-HUB inventory 0138
WESTHUB-DEV-0139,WEST-HUB,990000001001019,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 WEST-HUB inventory 0139
WESTHUB-DEV-0140,WEST-HUB,990000001001020,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 WEST-HUB inventory 0140
WESTHUB-DEV-0141,WEST-HUB,990000001001021,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 WEST-HUB inventory 0141
WESTHUB-DEV-0142,WEST-HUB,990000001001022,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 WEST-HUB inventory 0142
WESTHUB-DEV-0143,WEST-HUB,990000001001023,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 WEST-HUB inventory 0143
WESTHUB-DEV-0144,WEST-HUB,990000001001024,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 WEST-HUB inventory 0144
WESTHUB-DEV-0145,WEST-HUB,990000001001025,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 WEST-HUB inventory 0145
WESTHUB-DEV-0146,WEST-HUB,990000001001026,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 WEST-HUB inventory 0146
WESTHUB-DEV-0147,WEST-HUB,990000001001027,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 WEST-HUB inventory 0147
WESTHUB-DEV-0148,WEST-HUB,990000001001028,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 WEST-HUB inventory 0148
WESTHUB-DEV-0149,WEST-HUB,990000001001029,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 WEST-HUB inventory 0149
WESTHUB-DEV-0150,WEST-HUB,990000001001030,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.9,CERT-LARGE-20260825 WEST-HUB inventory 0150
WESTHUB-DEV-0151,WEST-HUB,990000001001031,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.0,CERT-LARGE-20260825 WEST-HUB inventory 0151
WESTHUB-DEV-0152,WEST-HUB,990000001001032,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.1,CERT-LARGE-20260825 WEST-HUB inventory 0152
WESTHUB-DEV-0153,WEST-HUB,990000001001033,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.2,CERT-LARGE-20260825 WEST-HUB inventory 0153
WESTHUB-DEV-0154,WEST-HUB,990000001001034,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.3,CERT-LARGE-20260825 WEST-HUB inventory 0154
WESTHUB-DEV-0155,WEST-HUB,990000001001035,GPS,Certification GPS-500,OpsTrax Certification Lab,1.4.4,CERT-LARGE-20260825 WEST-HUB inventory 0155
WESTHUB-DEV-0156,WEST-HUB,990000001001036,GPS,Certification GPS-500,OpsTrax Certification Lab,1.0.5,CERT-LARGE-20260825 WEST-HUB inventory 0156
WESTHUB-DEV-0157,WEST-HUB,990000001001037,GPS,Certification GPS-500,OpsTrax Certification Lab,1.1.6,CERT-LARGE-20260825 WEST-HUB inventory 0157
WESTHUB-DEV-0158,WEST-HUB,990000001001038,GPS,Certification GPS-500,OpsTrax Certification Lab,1.2.7,CERT-LARGE-20260825 WEST-HUB inventory 0158
WESTHUB-DEV-0159,WEST-HUB,990000001001039,GPS,Certification GPS-500,OpsTrax Certification Lab,1.3.8,CERT-LARGE-20260825 WEST-HUB inventory 0159
