vehicleCode,branchCode,type,make,model,year,vehicleClass,odometerMiles,vin,vinExceptionType,alternateIdentifier,plateNumber,plateJurisdiction,status
CLHQ-V-0094,CL-HQ,Truck,Isuzu,NPR-HD,2020,Class 5,176386,,legacy-fleet-identifier,CERT-CLHQ-VEH-0094,OH-0094,OH,Available
CLHQ-V-0095,CL-HQ,Tractor,Volvo,VNL 760,2021,Class 8,184305,,legacy-fleet-identifier,CERT-CLHQ-VEH-0095,OH-0095,OH,Available
CLHQ-V-0096,CL-HQ,Tractor,Freightliner,Cascadia,2022,Class 8,192224,,legacy-fleet-identifier,CERT-CLHQ-VEH-0096,OH-0096,OH,Available
CLHQ-V-0097,CL-HQ,Truck,Ford,F-650,2023,Class 6,200143,,legacy-fleet-identifier,CERT-CLHQ-VEH-0097,OH-0097,OH,Available
CLHQ-V-0098,CL-HQ,Van,Ford,Transit,2024,Class 2b,208062,,legacy-fleet-identifier,CERT-CLHQ-VEH-0098,OH-0098,OH,Available
CLHQ-V-0099,CL-HQ,Truck,Isuzu,NPR-HD,2025,Class 5,215981,,legacy-fleet-identifier,CERT-CLHQ-VEH-0099,OH-0099,OH,Available
CLHQ-V-0100,CL-HQ,Tractor,Volvo,VNL 760,2026,Class 8,223900,,legacy-fleet-identifier,CERT-CLHQ-VEH-0100,OH-0100,OH,Maintenance
CLHQ-V-0101,CL-HQ,Tractor,Freightliner,Cascadia,2017,Class 8,231819,,legacy-fleet-identifier,CERT-CLHQ-VEH-0101,OH-0101,OH,Available
CLHQ-V-0102,CL-HQ,Truck,Ford,F-650,2018,Class 6,239738,,legacy-fleet-identifier,CERT-CLHQ-VEH-0102,OH-0102,OH,Available
CLHQ-V-0103,CL-HQ,Van,Ford,Transit,2019,Class 2b,247657,,legacy-fleet-identifier,CERT-CLHQ-VEH-0103,OH-0103,OH,Available
CLHQ-V-0104,CL-HQ,Truck,Isuzu,NPR-HD,2020,Class 5,255576,,legacy-fleet-identifier,CERT-CLHQ-VEH-0104,OH-0104,OH,Available
CLHQ-V-0105,CL-HQ,Tractor,Volvo,VNL 760,2021,Class 8,263495,,legacy-fleet-identifier,CERT-CLHQ-VEH-0105,OH-0105,OH,Available
CLHQ-V-0106,CL-HQ,Tractor,Freightliner,Cascadia,2022,Class 8,271414,,legacy-fleet-identifier,CERT-CLHQ-VEH-0106,OH-0106,OH,Available
CLHQ-V-0107,CL-HQ,Truck,Ford,F-650,2023,Class 6,279333,,legacy-fleet-identifier,CERT-CLHQ-VEH-0107,OH-0107,OH,Available
CLHQ-V-0108,CL-HQ,Van,Ford,Transit,2024,Class 2b,287252,,legacy-fleet-identifier,CERT-CLHQ-VEH-0108,OH-0108,OH,Available
CLHQ-V-0109,CL-HQ,Truck,Isuzu,NPR-HD,2025,Class 5,295171,,legacy-fleet-identifier,CERT-CLHQ-VEH-0109,OH-0109,OH,Available
CLHQ-V-0110,CL-HQ,Tractor,Volvo,VNL 760,2026,Class 8,303090,,legacy-fleet-identifier,CERT-CLHQ-VEH-0110,OH-0110,OH,Available
CLHQ-V-0111,CL-HQ,Tractor,Freightliner,Cascadia,2017,Class 8,311009,,legacy-fleet-identifier,CERT-CLHQ-VEH-0111,OH-0111,OH,Available
CLHQ-V-0112,CL-HQ,Truck,Ford,F-650,2018,Class 6,318928,,legacy-fleet-identifier,CERT-CLHQ-VEH-0112,OH-0112,OH,Available
CLHQ-V-0113,CL-HQ,Van,Ford,Transit,2019,Class 2b,326847,,legacy-fleet-identifier,CERT-CLHQ-VEH-0113,OH-0113,OH,Available
CLHQ-V-0114,CL-HQ,Truck,Isuzu,NPR-HD,2020,Class 5,334766,,legacy-fleet-identifier,CERT-CLHQ-VEH-0114,OH-0114,OH,Available
CLHQ-V-0115,CL-HQ,Tractor,Volvo,VNL 760,2021,Class 8,342685,,legacy-fleet-identifier,CERT-CLHQ-VEH-0115,OH-0115,OH,Available
CLHQ-V-0116,CL-HQ,Tractor,Freightliner,Cascadia,2022,Class 8,350604,,legacy-fleet-identifier,CERT-CLHQ-VEH-0116,OH-0116,OH,Available
CLHQ-V-0117,CL-HQ,Truck,Ford,F-650,2023,Class 6,358523,,legacy-fleet-identifier,CERT-CLHQ-VEH-0117,OH-0117,OH,Available
CLHQ-V-0118,CL-HQ,Van,Ford,Transit,2024,Class 2b,366442,,legacy-fleet-identifier,CERT-CLHQ-VEH-0118,OH-0118,OH,Available
CLHQ-V-0119,CL-HQ,Truck,Isuzu,NPR-HD,2025,Class 5,374361,,legacy-fleet-identifier,CERT-CLHQ-VEH-0119,OH-0119,OH,Available
CLHQ-V-0120,CL-HQ,Tractor,Volvo,VNL 760,2026,Class 8,382280,,legacy-fleet-identifier,CERT-CLHQ-VEH-0120,OH-0120,OH,Maintenance
CLHQ-V-0121,CL-HQ,Tractor,Freightliner,Cascadia,2017,Class 8,390199,,legacy-fleet-identifier,CERT-CLHQ-VEH-0121,OH-0121,OH,Available
CLHQ-V-0122,CL-HQ,Truck,Ford,F-650,2018,Class 6,398118,,legacy-fleet-identifier,CERT-CLHQ-VEH-0122,OH-0122,OH,Available
CLHQ-V-0123,CL-HQ,Van,Ford,Transit,2019,Class 2b,406037,,legacy-fleet-identifier,CERT-CLHQ-VEH-0123,OH-0123,OH,Available
CLHQ-V-0124,CL-HQ,Truck,Isuzu,NPR-HD,2020,Class 5,413956,,legacy-fleet-identifier,CERT-CLHQ-VEH-0124,OH-0124,OH,Available
CLHQ-V-0125,CL-HQ,Tractor,Volvo,VNL 760,2021,Class 8,421875,,legacy-fleet-identifier,CERT-CLHQ-VEH-0125,OH-0125,OH,Available
CLHQ-V-0126,CL-HQ,Tractor,Freightliner,Cascadia,2022,Class 8,429794,,legacy-fleet-identifier,CERT-CLHQ-VEH-0126,OH-0126,OH,Available
CLHQ-V-0127,CL-HQ,Truck,Ford,F-650,2023,Class 6,437713,,legacy-fleet-identifier,CERT-CLHQ-VEH-0127,OH-0127,OH,Available
CLHQ-V-0128,CL-HQ,Van,Ford,Transit,2024,Class 2b,445632,,legacy-fleet-identifier,CERT-CLHQ-VEH-0128,OH-0128,OH,Available
CLHQ-V-0129,CL-HQ,Truck,Isuzu,NPR-HD,2025,Class 5,453551,,legacy-fleet-identifier,CERT-CLHQ-VEH-0129,OH-0129,OH,Available
CLHQ-V-0130,CL-HQ,Tractor,Volvo,VNL 760,2026,Class 8,461470,,legacy-fleet-identifier,CERT-CLHQ-VEH-0130,OH-0130,OH,Available
CLHQ-V-0131,CL-HQ,Tractor,Freightliner,Cascadia,2017,Class 8,469389,,legacy-fleet-identifier,CERT-CLHQ-VEH-0131,OH-0131,OH,Available
CLHQ-V-0132,CL-HQ,Truck,Ford,F-650,2018,Class 6,477308,,legacy-fleet-identifier,CERT-CLHQ-VEH-0132,OH-0132,OH,Available
CLHQ-V-0133,CL-HQ,Van,Ford,Transit,2019,Class 2b,485227,,legacy-fleet-identifier,CERT-CLHQ-VEH-0133,OH-0133,OH,Available
CLHQ-V-0134,CL-HQ,Truck,Isuzu,NPR-HD,2020,Class 5,493146,,legacy-fleet-identifier,CERT-CLHQ-VEH-0134,OH-0134,OH,Available
CLHQ-V-0135,CL-HQ,Tractor,Volvo,VNL 760,2021,Class 8,501065,,legacy-fleet-identifier,CERT-CLHQ-VEH-0135,OH-0135,OH,Available
CLHQ-V-0136,CL-HQ,Tractor,Freightliner,Cascadia,2022,Class 8,508984,,legacy-fleet-identifier,CERT-CLHQ-VEH-0136,OH-0136,OH,Available
CLHQ-V-0137,CL-HQ,Truck,Ford,F-650,2023,Class 6,516903,,legacy-fleet-identifier,CERT-CLHQ-VEH-0137,OH-0137,OH,Available
CLHQ-V-0138,CL-HQ,Van,Ford,Transit,2024,Class 2b,524822,,legacy-fleet-identifier,CERT-CLHQ-VEH-0138,OH-0138,OH,Available
CLHQ-V-0139,CL-HQ,Truck,Isuzu,NPR-HD,2025,Class 5,532741,,legacy-fleet-identifier,CERT-CLHQ-VEH-0139,OH-0139,OH,Available
CLHQ-V-0140,CL-HQ,Tractor,Volvo,VNL 760,2026,Class 8,540660,,legacy-fleet-identifier,CERT-CLHQ-VEH-0140,OH-0140,OH,Maintenance
CLHQ-V-0141,CL-HQ,Tractor,Freightliner,Cascadia,2017,Class 8,548579,,legacy-fleet-identifier,CERT-CLHQ-VEH-0141,OH-0141,OH,Available
CLHQ-V-0142,CL-HQ,Truck,Ford,F-650,2018,Class 6,556498,,legacy-fleet-identifier,CERT-CLHQ-VEH-0142,OH-0142,OH,Available
CLHQ-V-0143,CL-HQ,Van,Ford,Transit,2019,Class 2b,564417,,legacy-fleet-identifier,CERT-CLHQ-VEH-0143,OH-0143,OH,Available
CLHQ-V-0144,CL-HQ,Truck,Isuzu,NPR-HD,2020,Class 5,572336,,legacy-fleet-identifier,CERT-CLHQ-VEH-0144,OH-0144,OH,Available
CLHQ-V-0145,CL-HQ,Tractor,Volvo,VNL 760,2021,Class 8,580255,,legacy-fleet-identifier,CERT-CLHQ-VEH-0145,OH-0145,OH,Available
CLHQ-V-0146,CL-HQ,Tractor,Freightliner,Cascadia,2022,Class 8,588174,,legacy-fleet-identifier,CERT-CLHQ-VEH-0146,OH-0146,OH,Available
CLHQ-V-0147,CL-HQ,Truck,Ford,F-650,2023,Class 6,596093,,legacy-fleet-identifier,CERT-CLHQ-VEH-0147,OH-0147,OH,Available
CLHQ-V-0148,CL-HQ,Van,Ford,Transit,2024,Class 2b,604012,,legacy-fleet-identifier,CERT-CLHQ-VEH-0148,OH-0148,OH,Available
CLHQ-V-0149,CL-HQ,Truck,Isuzu,NPR-HD,2025,Class 5,611931,,legacy-fleet-identifier,CERT-CLHQ-VEH-0149,OH-0149,OH,Available
CLHQ-V-0150,CL-HQ,Tractor,Volvo,VNL 760,2026,Class 8,619850,,legacy-fleet-identifier,CERT-CLHQ-VEH-0150,OH-0150,OH,Available
CLHQ-V-0151,CL-HQ,Tractor,Freightliner,Cascadia,2017,Class 8,627769,,legacy-fleet-identifier,CERT-CLHQ-VEH-0151,OH-0151,OH,Available
CLHQ-V-0152,CL-HQ,Truck,Ford,F-650,2018,Class 6,635688,,legacy-fleet-identifier,CERT-CLHQ-VEH-0152,OH-0152,OH,Available
CLHQ-V-0153,CL-HQ,Van,Ford,Transit,2019,Class 2b,643607,,legacy-fleet-identifier,CERT-CLHQ-VEH-0153,OH-0153,OH,Available
CLHQ-V-0154,CL-HQ,Truck,Isuzu,NPR-HD,2020,Class 5,651526,,legacy-fleet-identifier,CERT-CLHQ-VEH-0154,OH-0154,OH,Available
CLHQ-V-0155,CL-HQ,Tractor,Volvo,VNL 760,2021,Class 8,49445,,legacy-fleet-identifier,CERT-CLHQ-VEH-0155,OH-0155,OH,Available
CLHQ-V-0156,CL-HQ,Tractor,Freightliner,Cascadia,2022,Class 8,57364,,legacy-fleet-identifier,CERT-CLHQ-VEH-0156,OH-0156,OH,Available
CLHQ-V-0157,CL-HQ,Truck,Ford,F-650,2023,Class 6,65283,,legacy-fleet-identifier,CERT-CLHQ-VEH-0157,OH-0157,OH,Available
CLHQ-V-0158,CL-HQ,Van,Ford,Transit,2024,Class 2b,73202,,legacy-fleet-identifier,CERT-CLHQ-VEH-0158,OH-0158,OH,Available
CLHQ-V-0159,CL-HQ,Truck,Isuzu,NPR-HD,2025,Class 5,81121,,legacy-fleet-identifier,CERT-CLHQ-VEH-0159,OH-0159,OH,Available
CLHQ-V-0160,CL-HQ,Tractor,Volvo,VNL 760,2026,Class 8,89040,,legacy-fleet-identifier,CERT-CLHQ-VEH-0160,OH-0160,OH,Maintenance
CLHQ-V-0161,CL-HQ,Tractor,Freightliner,Cascadia,2017,Class 8,96959,,legacy-fleet-identifier,CERT-CLHQ-VEH-0161,OH-0161,OH,Available
