vehicleCode,branchCode,type,make,model,year,vehicleClass,odometerMiles,vin,vinExceptionType,alternateIdentifier,plateNumber,plateJurisdiction,status
SEDEPOT-V-0093,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,168467,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0093,GA-0093,GA,Available
SEDEPOT-V-0094,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,176386,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0094,GA-0094,GA,Available
SEDEPOT-V-0095,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,184305,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0095,GA-0095,GA,Available
SEDEPOT-V-0096,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,192224,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0096,GA-0096,GA,Available
SEDEPOT-V-0097,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,200143,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0097,GA-0097,GA,Available
SEDEPOT-V-0098,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,208062,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0098,GA-0098,GA,Available
SEDEPOT-V-0099,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,215981,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0099,GA-0099,GA,Available
SEDEPOT-V-0100,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,223900,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0100,GA-0100,GA,Maintenance
SEDEPOT-V-0101,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,231819,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0101,GA-0101,GA,Available
SEDEPOT-V-0102,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,239738,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0102,GA-0102,GA,Available
SEDEPOT-V-0103,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,247657,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0103,GA-0103,GA,Available
SEDEPOT-V-0104,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,255576,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0104,GA-0104,GA,Available
SEDEPOT-V-0105,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,263495,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0105,GA-0105,GA,Available
SEDEPOT-V-0106,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,271414,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0106,GA-0106,GA,Available
SEDEPOT-V-0107,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,279333,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0107,GA-0107,GA,Available
SEDEPOT-V-0108,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,287252,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0108,GA-0108,GA,Available
SEDEPOT-V-0109,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,295171,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0109,GA-0109,GA,Available
SEDEPOT-V-0110,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,303090,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0110,GA-0110,GA,Available
SEDEPOT-V-0111,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,311009,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0111,GA-0111,GA,Available
SEDEPOT-V-0112,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,318928,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0112,GA-0112,GA,Available
SEDEPOT-V-0113,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,326847,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0113,GA-0113,GA,Available
SEDEPOT-V-0114,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,334766,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0114,GA-0114,GA,Available
SEDEPOT-V-0115,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,342685,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0115,GA-0115,GA,Available
SEDEPOT-V-0116,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,350604,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0116,GA-0116,GA,Available
SEDEPOT-V-0117,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,358523,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0117,GA-0117,GA,Available
SEDEPOT-V-0118,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,366442,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0118,GA-0118,GA,Available
SEDEPOT-V-0119,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,374361,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0119,GA-0119,GA,Available
SEDEPOT-V-0120,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,382280,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0120,GA-0120,GA,Maintenance
SEDEPOT-V-0121,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,390199,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0121,GA-0121,GA,Available
SEDEPOT-V-0122,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,398118,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0122,GA-0122,GA,Available
SEDEPOT-V-0123,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,406037,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0123,GA-0123,GA,Available
SEDEPOT-V-0124,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,413956,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0124,GA-0124,GA,Available
SEDEPOT-V-0125,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,421875,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0125,GA-0125,GA,Available
SEDEPOT-V-0126,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,429794,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0126,GA-0126,GA,Available
SEDEPOT-V-0127,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,437713,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0127,GA-0127,GA,Available
SEDEPOT-V-0128,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,445632,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0128,GA-0128,GA,Available
SEDEPOT-V-0129,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,453551,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0129,GA-0129,GA,Available
SEDEPOT-V-0130,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,461470,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0130,GA-0130,GA,Available
SEDEPOT-V-0131,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,469389,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0131,GA-0131,GA,Available
SEDEPOT-V-0132,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,477308,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0132,GA-0132,GA,Available
SEDEPOT-V-0133,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,485227,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0133,GA-0133,GA,Available
SEDEPOT-V-0134,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,493146,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0134,GA-0134,GA,Available
SEDEPOT-V-0135,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,501065,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0135,GA-0135,GA,Available
SEDEPOT-V-0136,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,508984,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0136,GA-0136,GA,Available
SEDEPOT-V-0137,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,516903,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0137,GA-0137,GA,Available
SEDEPOT-V-0138,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,524822,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0138,GA-0138,GA,Available
SEDEPOT-V-0139,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,532741,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0139,GA-0139,GA,Available
SEDEPOT-V-0140,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,540660,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0140,GA-0140,GA,Maintenance
SEDEPOT-V-0141,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,548579,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0141,GA-0141,GA,Available
SEDEPOT-V-0142,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,556498,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0142,GA-0142,GA,Available
SEDEPOT-V-0143,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,564417,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0143,GA-0143,GA,Available
SEDEPOT-V-0144,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,572336,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0144,GA-0144,GA,Available
SEDEPOT-V-0145,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,580255,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0145,GA-0145,GA,Available
SEDEPOT-V-0146,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,588174,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0146,GA-0146,GA,Available
SEDEPOT-V-0147,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,596093,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0147,GA-0147,GA,Available
SEDEPOT-V-0148,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,604012,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0148,GA-0148,GA,Available
SEDEPOT-V-0149,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,611931,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0149,GA-0149,GA,Available
SEDEPOT-V-0150,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,619850,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0150,GA-0150,GA,Available
