vehicleCode,branchCode,type,make,model,year,vehicleClass,odometerMiles,vin,vinExceptionType,alternateIdentifier,plateNumber,plateJurisdiction,status
NEHUB-V-0045,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,398355,,legacy-fleet-identifier,CERT-NEHUB-VEH-0045,NJ-0045,NJ,Available
NEHUB-V-0046,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,406274,,legacy-fleet-identifier,CERT-NEHUB-VEH-0046,NJ-0046,NJ,Available
NEHUB-V-0047,NE-HUB,Truck,Ford,F-650,2023,Class 6,414193,,legacy-fleet-identifier,CERT-NEHUB-VEH-0047,NJ-0047,NJ,Available
NEHUB-V-0048,NE-HUB,Van,Ford,Transit,2024,Class 2b,422112,,legacy-fleet-identifier,CERT-NEHUB-VEH-0048,NJ-0048,NJ,Available
NEHUB-V-0049,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,430031,,legacy-fleet-identifier,CERT-NEHUB-VEH-0049,NJ-0049,NJ,Available
NEHUB-V-0050,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,437950,,legacy-fleet-identifier,CERT-NEHUB-VEH-0050,NJ-0050,NJ,Available
NEHUB-V-0051,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,445869,,legacy-fleet-identifier,CERT-NEHUB-VEH-0051,NJ-0051,NJ,Available
NEHUB-V-0052,NE-HUB,Truck,Ford,F-650,2018,Class 6,453788,,legacy-fleet-identifier,CERT-NEHUB-VEH-0052,NJ-0052,NJ,Available
NEHUB-V-0053,NE-HUB,Van,Ford,Transit,2019,Class 2b,461707,,legacy-fleet-identifier,CERT-NEHUB-VEH-0053,NJ-0053,NJ,Available
NEHUB-V-0054,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,469626,,legacy-fleet-identifier,CERT-NEHUB-VEH-0054,NJ-0054,NJ,Available
NEHUB-V-0055,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,477545,,legacy-fleet-identifier,CERT-NEHUB-VEH-0055,NJ-0055,NJ,Available
NEHUB-V-0056,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,485464,,legacy-fleet-identifier,CERT-NEHUB-VEH-0056,NJ-0056,NJ,Available
NEHUB-V-0057,NE-HUB,Truck,Ford,F-650,2023,Class 6,493383,,legacy-fleet-identifier,CERT-NEHUB-VEH-0057,NJ-0057,NJ,Available
NEHUB-V-0058,NE-HUB,Van,Ford,Transit,2024,Class 2b,501302,,legacy-fleet-identifier,CERT-NEHUB-VEH-0058,NJ-0058,NJ,Available
NEHUB-V-0059,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,509221,,legacy-fleet-identifier,CERT-NEHUB-VEH-0059,NJ-0059,NJ,Available
NEHUB-V-0060,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,517140,,legacy-fleet-identifier,CERT-NEHUB-VEH-0060,NJ-0060,NJ,Maintenance
NEHUB-V-0061,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,525059,,legacy-fleet-identifier,CERT-NEHUB-VEH-0061,NJ-0061,NJ,Available
NEHUB-V-0062,NE-HUB,Truck,Ford,F-650,2018,Class 6,532978,,legacy-fleet-identifier,CERT-NEHUB-VEH-0062,NJ-0062,NJ,Available
NEHUB-V-0063,NE-HUB,Van,Ford,Transit,2019,Class 2b,540897,,legacy-fleet-identifier,CERT-NEHUB-VEH-0063,NJ-0063,NJ,Available
NEHUB-V-0064,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,548816,,legacy-fleet-identifier,CERT-NEHUB-VEH-0064,NJ-0064,NJ,Available
NEHUB-V-0065,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,556735,,legacy-fleet-identifier,CERT-NEHUB-VEH-0065,NJ-0065,NJ,Available
NEHUB-V-0066,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,564654,,legacy-fleet-identifier,CERT-NEHUB-VEH-0066,NJ-0066,NJ,Available
NEHUB-V-0067,NE-HUB,Truck,Ford,F-650,2023,Class 6,572573,,legacy-fleet-identifier,CERT-NEHUB-VEH-0067,NJ-0067,NJ,Available
NEHUB-V-0068,NE-HUB,Van,Ford,Transit,2024,Class 2b,580492,,legacy-fleet-identifier,CERT-NEHUB-VEH-0068,NJ-0068,NJ,Available
NEHUB-V-0069,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,588411,,legacy-fleet-identifier,CERT-NEHUB-VEH-0069,NJ-0069,NJ,Available
NEHUB-V-0070,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,596330,,legacy-fleet-identifier,CERT-NEHUB-VEH-0070,NJ-0070,NJ,Available
NEHUB-V-0071,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,604249,,legacy-fleet-identifier,CERT-NEHUB-VEH-0071,NJ-0071,NJ,Available
NEHUB-V-0072,NE-HUB,Truck,Ford,F-650,2018,Class 6,612168,,legacy-fleet-identifier,CERT-NEHUB-VEH-0072,NJ-0072,NJ,Available
NEHUB-V-0073,NE-HUB,Van,Ford,Transit,2019,Class 2b,620087,,legacy-fleet-identifier,CERT-NEHUB-VEH-0073,NJ-0073,NJ,Available
NEHUB-V-0074,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,628006,,legacy-fleet-identifier,CERT-NEHUB-VEH-0074,NJ-0074,NJ,Available
NEHUB-V-0075,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,635925,,legacy-fleet-identifier,CERT-NEHUB-VEH-0075,NJ-0075,NJ,Available
NEHUB-V-0076,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,643844,,legacy-fleet-identifier,CERT-NEHUB-VEH-0076,NJ-0076,NJ,Available
NEHUB-V-0077,NE-HUB,Truck,Ford,F-650,2023,Class 6,651763,,legacy-fleet-identifier,CERT-NEHUB-VEH-0077,NJ-0077,NJ,Available
NEHUB-V-0078,NE-HUB,Van,Ford,Transit,2024,Class 2b,49682,,legacy-fleet-identifier,CERT-NEHUB-VEH-0078,NJ-0078,NJ,Available
NEHUB-V-0079,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,57601,,legacy-fleet-identifier,CERT-NEHUB-VEH-0079,NJ-0079,NJ,Available
NEHUB-V-0080,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,65520,,legacy-fleet-identifier,CERT-NEHUB-VEH-0080,NJ-0080,NJ,Maintenance
NEHUB-V-0081,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,73439,,legacy-fleet-identifier,CERT-NEHUB-VEH-0081,NJ-0081,NJ,Available
NEHUB-V-0082,NE-HUB,Truck,Ford,F-650,2018,Class 6,81358,,legacy-fleet-identifier,CERT-NEHUB-VEH-0082,NJ-0082,NJ,Available
NEHUB-V-0083,NE-HUB,Van,Ford,Transit,2019,Class 2b,89277,,legacy-fleet-identifier,CERT-NEHUB-VEH-0083,NJ-0083,NJ,Available
NEHUB-V-0084,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,97196,,legacy-fleet-identifier,CERT-NEHUB-VEH-0084,NJ-0084,NJ,Available
NEHUB-V-0085,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,105115,,legacy-fleet-identifier,CERT-NEHUB-VEH-0085,NJ-0085,NJ,Available
NEHUB-V-0086,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,113034,,legacy-fleet-identifier,CERT-NEHUB-VEH-0086,NJ-0086,NJ,Available
NEHUB-V-0087,NE-HUB,Truck,Ford,F-650,2023,Class 6,120953,,legacy-fleet-identifier,CERT-NEHUB-VEH-0087,NJ-0087,NJ,Available
NEHUB-V-0088,NE-HUB,Van,Ford,Transit,2024,Class 2b,128872,,legacy-fleet-identifier,CERT-NEHUB-VEH-0088,NJ-0088,NJ,Available
NEHUB-V-0089,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,136791,,legacy-fleet-identifier,CERT-NEHUB-VEH-0089,NJ-0089,NJ,Available
NEHUB-V-0090,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,144710,,legacy-fleet-identifier,CERT-NEHUB-VEH-0090,NJ-0090,NJ,Available
NEHUB-V-0091,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,152629,,legacy-fleet-identifier,CERT-NEHUB-VEH-0091,NJ-0091,NJ,Available
NEHUB-V-0092,NE-HUB,Truck,Ford,F-650,2018,Class 6,160548,,legacy-fleet-identifier,CERT-NEHUB-VEH-0092,NJ-0092,NJ,Available
NEHUB-V-0093,NE-HUB,Van,Ford,Transit,2019,Class 2b,168467,,legacy-fleet-identifier,CERT-NEHUB-VEH-0093,NJ-0093,NJ,Available
NEHUB-V-0094,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,176386,,legacy-fleet-identifier,CERT-NEHUB-VEH-0094,NJ-0094,NJ,Available
NEHUB-V-0095,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,184305,,legacy-fleet-identifier,CERT-NEHUB-VEH-0095,NJ-0095,NJ,Available
NEHUB-V-0096,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,192224,,legacy-fleet-identifier,CERT-NEHUB-VEH-0096,NJ-0096,NJ,Available
NEHUB-V-0097,NE-HUB,Truck,Ford,F-650,2023,Class 6,200143,,legacy-fleet-identifier,CERT-NEHUB-VEH-0097,NJ-0097,NJ,Available
NEHUB-V-0098,NE-HUB,Van,Ford,Transit,2024,Class 2b,208062,,legacy-fleet-identifier,CERT-NEHUB-VEH-0098,NJ-0098,NJ,Available
NEHUB-V-0099,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,215981,,legacy-fleet-identifier,CERT-NEHUB-VEH-0099,NJ-0099,NJ,Available
NEHUB-V-0100,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,223900,,legacy-fleet-identifier,CERT-NEHUB-VEH-0100,NJ-0100,NJ,Maintenance
NEHUB-V-0101,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,231819,,legacy-fleet-identifier,CERT-NEHUB-VEH-0101,NJ-0101,NJ,Available
NEHUB-V-0102,NE-HUB,Truck,Ford,F-650,2018,Class 6,239738,,legacy-fleet-identifier,CERT-NEHUB-VEH-0102,NJ-0102,NJ,Available
NEHUB-V-0103,NE-HUB,Van,Ford,Transit,2019,Class 2b,247657,,legacy-fleet-identifier,CERT-NEHUB-VEH-0103,NJ-0103,NJ,Available
NEHUB-V-0104,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,255576,,legacy-fleet-identifier,CERT-NEHUB-VEH-0104,NJ-0104,NJ,Available
NEHUB-V-0105,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,263495,,legacy-fleet-identifier,CERT-NEHUB-VEH-0105,NJ-0105,NJ,Available
NEHUB-V-0106,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,271414,,legacy-fleet-identifier,CERT-NEHUB-VEH-0106,NJ-0106,NJ,Available
NEHUB-V-0107,NE-HUB,Truck,Ford,F-650,2023,Class 6,279333,,legacy-fleet-identifier,CERT-NEHUB-VEH-0107,NJ-0107,NJ,Available
NEHUB-V-0108,NE-HUB,Van,Ford,Transit,2024,Class 2b,287252,,legacy-fleet-identifier,CERT-NEHUB-VEH-0108,NJ-0108,NJ,Available
NEHUB-V-0109,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,295171,,legacy-fleet-identifier,CERT-NEHUB-VEH-0109,NJ-0109,NJ,Available
NEHUB-V-0110,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,303090,,legacy-fleet-identifier,CERT-NEHUB-VEH-0110,NJ-0110,NJ,Available
NEHUB-V-0111,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,311009,,legacy-fleet-identifier,CERT-NEHUB-VEH-0111,NJ-0111,NJ,Available
NEHUB-V-0112,NE-HUB,Truck,Ford,F-650,2018,Class 6,318928,,legacy-fleet-identifier,CERT-NEHUB-VEH-0112,NJ-0112,NJ,Available
NEHUB-V-0113,NE-HUB,Van,Ford,Transit,2019,Class 2b,326847,,legacy-fleet-identifier,CERT-NEHUB-VEH-0113,NJ-0113,NJ,Available
NEHUB-V-0114,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,334766,,legacy-fleet-identifier,CERT-NEHUB-VEH-0114,NJ-0114,NJ,Available
NEHUB-V-0115,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,342685,,legacy-fleet-identifier,CERT-NEHUB-VEH-0115,NJ-0115,NJ,Available
NEHUB-V-0116,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,350604,,legacy-fleet-identifier,CERT-NEHUB-VEH-0116,NJ-0116,NJ,Available
NEHUB-V-0117,NE-HUB,Truck,Ford,F-650,2023,Class 6,358523,,legacy-fleet-identifier,CERT-NEHUB-VEH-0117,NJ-0117,NJ,Available
NEHUB-V-0118,NE-HUB,Van,Ford,Transit,2024,Class 2b,366442,,legacy-fleet-identifier,CERT-NEHUB-VEH-0118,NJ-0118,NJ,Available
NEHUB-V-0119,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,374361,,legacy-fleet-identifier,CERT-NEHUB-VEH-0119,NJ-0119,NJ,Available
NEHUB-V-0120,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,382280,,legacy-fleet-identifier,CERT-NEHUB-VEH-0120,NJ-0120,NJ,Maintenance
NEHUB-V-0121,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,390199,,legacy-fleet-identifier,CERT-NEHUB-VEH-0121,NJ-0121,NJ,Available
NEHUB-V-0122,NE-HUB,Truck,Ford,F-650,2018,Class 6,398118,,legacy-fleet-identifier,CERT-NEHUB-VEH-0122,NJ-0122,NJ,Available
NEHUB-V-0123,NE-HUB,Van,Ford,Transit,2019,Class 2b,406037,,legacy-fleet-identifier,CERT-NEHUB-VEH-0123,NJ-0123,NJ,Available
NEHUB-V-0124,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,413956,,legacy-fleet-identifier,CERT-NEHUB-VEH-0124,NJ-0124,NJ,Available
NEHUB-V-0125,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,421875,,legacy-fleet-identifier,CERT-NEHUB-VEH-0125,NJ-0125,NJ,Available
NEHUB-V-0126,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,429794,,legacy-fleet-identifier,CERT-NEHUB-VEH-0126,NJ-0126,NJ,Available
NEHUB-V-0127,NE-HUB,Truck,Ford,F-650,2023,Class 6,437713,,legacy-fleet-identifier,CERT-NEHUB-VEH-0127,NJ-0127,NJ,Available
NEHUB-V-0128,NE-HUB,Van,Ford,Transit,2024,Class 2b,445632,,legacy-fleet-identifier,CERT-NEHUB-VEH-0128,NJ-0128,NJ,Available
NEHUB-V-0129,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,453551,,legacy-fleet-identifier,CERT-NEHUB-VEH-0129,NJ-0129,NJ,Available
NEHUB-V-0130,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,461470,,legacy-fleet-identifier,CERT-NEHUB-VEH-0130,NJ-0130,NJ,Available
NEHUB-V-0131,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,469389,,legacy-fleet-identifier,CERT-NEHUB-VEH-0131,NJ-0131,NJ,Available
NEHUB-V-0132,NE-HUB,Truck,Ford,F-650,2018,Class 6,477308,,legacy-fleet-identifier,CERT-NEHUB-VEH-0132,NJ-0132,NJ,Available
NEHUB-V-0133,NE-HUB,Van,Ford,Transit,2019,Class 2b,485227,,legacy-fleet-identifier,CERT-NEHUB-VEH-0133,NJ-0133,NJ,Available
NEHUB-V-0134,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,493146,,legacy-fleet-identifier,CERT-NEHUB-VEH-0134,NJ-0134,NJ,Available
NEHUB-V-0135,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,501065,,legacy-fleet-identifier,CERT-NEHUB-VEH-0135,NJ-0135,NJ,Available
NEHUB-V-0136,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,508984,,legacy-fleet-identifier,CERT-NEHUB-VEH-0136,NJ-0136,NJ,Available
NEHUB-V-0137,NE-HUB,Truck,Ford,F-650,2023,Class 6,516903,,legacy-fleet-identifier,CERT-NEHUB-VEH-0137,NJ-0137,NJ,Available
NEHUB-V-0138,NE-HUB,Van,Ford,Transit,2024,Class 2b,524822,,legacy-fleet-identifier,CERT-NEHUB-VEH-0138,NJ-0138,NJ,Available
NEHUB-V-0139,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,532741,,legacy-fleet-identifier,CERT-NEHUB-VEH-0139,NJ-0139,NJ,Available
NEHUB-V-0140,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,540660,,legacy-fleet-identifier,CERT-NEHUB-VEH-0140,NJ-0140,NJ,Maintenance
NEHUB-V-0141,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,548579,,legacy-fleet-identifier,CERT-NEHUB-VEH-0141,NJ-0141,NJ,Available
NEHUB-V-0142,NE-HUB,Truck,Ford,F-650,2018,Class 6,556498,,legacy-fleet-identifier,CERT-NEHUB-VEH-0142,NJ-0142,NJ,Available
NEHUB-V-0143,NE-HUB,Van,Ford,Transit,2019,Class 2b,564417,,legacy-fleet-identifier,CERT-NEHUB-VEH-0143,NJ-0143,NJ,Available
NEHUB-V-0144,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,572336,,legacy-fleet-identifier,CERT-NEHUB-VEH-0144,NJ-0144,NJ,Available
NEHUB-V-0145,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,580255,,legacy-fleet-identifier,CERT-NEHUB-VEH-0145,NJ-0145,NJ,Available
NEHUB-V-0146,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,588174,,legacy-fleet-identifier,CERT-NEHUB-VEH-0146,NJ-0146,NJ,Available
NEHUB-V-0147,NE-HUB,Truck,Ford,F-650,2023,Class 6,596093,,legacy-fleet-identifier,CERT-NEHUB-VEH-0147,NJ-0147,NJ,Available
NEHUB-V-0148,NE-HUB,Van,Ford,Transit,2024,Class 2b,604012,,legacy-fleet-identifier,CERT-NEHUB-VEH-0148,NJ-0148,NJ,Available
NEHUB-V-0149,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,611931,,legacy-fleet-identifier,CERT-NEHUB-VEH-0149,NJ-0149,NJ,Available
NEHUB-V-0150,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,619850,,legacy-fleet-identifier,CERT-NEHUB-VEH-0150,NJ-0150,NJ,Available
NEHUB-V-0151,NE-HUB,Tractor,Freightliner,Cascadia,2017,Class 8,627769,,legacy-fleet-identifier,CERT-NEHUB-VEH-0151,NJ-0151,NJ,Available
NEHUB-V-0152,NE-HUB,Truck,Ford,F-650,2018,Class 6,635688,,legacy-fleet-identifier,CERT-NEHUB-VEH-0152,NJ-0152,NJ,Available
NEHUB-V-0153,NE-HUB,Van,Ford,Transit,2019,Class 2b,643607,,legacy-fleet-identifier,CERT-NEHUB-VEH-0153,NJ-0153,NJ,Available
NEHUB-V-0154,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,651526,,legacy-fleet-identifier,CERT-NEHUB-VEH-0154,NJ-0154,NJ,Available
NEHUB-V-0155,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,49445,,legacy-fleet-identifier,CERT-NEHUB-VEH-0155,NJ-0155,NJ,Available
NEHUB-V-0156,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,57364,,legacy-fleet-identifier,CERT-NEHUB-VEH-0156,NJ-0156,NJ,Available
NEHUB-V-0157,NE-HUB,Truck,Ford,F-650,2023,Class 6,65283,,legacy-fleet-identifier,CERT-NEHUB-VEH-0157,NJ-0157,NJ,Available
