assetTag,branchCode,name,assetTypeCode,status,currentLocation,condition,isReturnable,quantity,unitOfMeasure,notes
CLHQ-TRL-0030,CL-HQ,Certification Trailer CLHQ 0030,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0030
CLHQ-TRL-0031,CL-HQ,Certification Trailer CLHQ 0031,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0031
CLHQ-TRL-0032,CL-HQ,Certification Trailer CLHQ 0032,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0032
CLHQ-TRL-0033,CL-HQ,Certification Trailer CLHQ 0033,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0033
CLHQ-TRL-0034,CL-HQ,Certification Trailer CLHQ 0034,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0034
CLHQ-TRL-0035,CL-HQ,Certification Trailer CLHQ 0035,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0035
CLHQ-TRL-0036,CL-HQ,Certification Trailer CLHQ 0036,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0036
CLHQ-TRL-0037,CL-HQ,Certification Trailer CLHQ 0037,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0037
CLHQ-TRL-0038,CL-HQ,Certification Trailer CLHQ 0038,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0038
CLHQ-TRL-0039,CL-HQ,Certification Trailer CLHQ 0039,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0039
CLHQ-TRL-0040,CL-HQ,Certification Trailer CLHQ 0040,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0040
CLHQ-TRL-0041,CL-HQ,Certification Trailer CLHQ 0041,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0041
CLHQ-TRL-0042,CL-HQ,Certification Trailer CLHQ 0042,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0042
CLHQ-TRL-0043,CL-HQ,Certification Trailer CLHQ 0043,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0043
CLHQ-TRL-0044,CL-HQ,Certification Trailer CLHQ 0044,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0044
CLHQ-TRL-0045,CL-HQ,Certification Trailer CLHQ 0045,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0045
CLHQ-TRL-0046,CL-HQ,Certification Trailer CLHQ 0046,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0046
CLHQ-TRL-0047,CL-HQ,Certification Trailer CLHQ 0047,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0047
CLHQ-TRL-0048,CL-HQ,Certification Trailer CLHQ 0048,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0048
CLHQ-TRL-0049,CL-HQ,Certification Trailer CLHQ 0049,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0049
CLHQ-TRL-0050,CL-HQ,Certification Trailer CLHQ 0050,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0050
CLHQ-TRL-0051,CL-HQ,Certification Trailer CLHQ 0051,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0051
CLHQ-TRL-0052,CL-HQ,Certification Trailer CLHQ 0052,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0052
CLHQ-TRL-0053,CL-HQ,Certification Trailer CLHQ 0053,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0053
CLHQ-TRL-0054,CL-HQ,Certification Trailer CLHQ 0054,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0054
CLHQ-TRL-0055,CL-HQ,Certification Trailer CLHQ 0055,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0055
CLHQ-TRL-0056,CL-HQ,Certification Trailer CLHQ 0056,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0056
CLHQ-TRL-0057,CL-HQ,Certification Trailer CLHQ 0057,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0057
CLHQ-TRL-0058,CL-HQ,Certification Trailer CLHQ 0058,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0058
CLHQ-TRL-0059,CL-HQ,Certification Trailer CLHQ 0059,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0059
CLHQ-TRL-0060,CL-HQ,Certification Trailer CLHQ 0060,TRAILER,Available,Central Operations HQ,Good,TRUE,1,Each,CERT-LARGE-20260825 branch trailer 0060
